Game,Console Name,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
Akatsuki no Goei Trinity,PSP,2012.0,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
GoGo's Crazy Bones,DS,2012.0,Action,GameMill Entertainment,0.0,0.01,0.0,0.0,0.01
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3
Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
E.X. Troopers,3DS,2012.0,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07
Muv-Luv Alternative,PS3,2012.0,Simulation,5pb,0.0,0.0,0.01,0.0,0.01
Guild Wars 2,PC,2012.0,Action,NCSoft,0.96,1.07,0.0,0.27,2.31
Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.47
Ouchi Mainichi Tamagotchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
PhotoKano,PSP,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09
Brain Age: Concentration Training,3DS,2012.0,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09
I Don't Have Many Friends Portable,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
The Legend of Heroes VII: The Trail of Zero,PSV,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
The Cube,Wii,2012.0,Action,Funbox Media,0.0,0.02,0.0,0.0,0.02
Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,0.71,0.43,0.07,0.26,1.47
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012.0,Action,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07
Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
Unending Bloody Call,PSP,2012.0,Action,Asgard,0.0,0.0,0.01,0.0,0.01
Just Dance Wii 2,Wii,2012.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29
Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,0.0,0.0,0.02,0.0,0.02
Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,0.53,0.48,0.06,0.24,1.32
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Transformers: Prime,3DS,2012.0,Action,Activision,0.13,0.02,0.0,0.02,0.17
Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81
The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,0.0,0.0,0.01,0.0,0.01
Modnation Racers: Road Trip,PSV,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29
Inazuma Eleven GO Strikers 2013,Wii,2012.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1
Steins;Gate,PS3,2012.0,Adventure,PQube,0.01,0.02,0.02,0.01,0.06
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86
Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29
NASCAR The Game: Inside Line,X360,2012.0,Racing,Activision,0.09,0.0,0.0,0.01,0.1
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06
Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29
Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06
Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
Fable: The Journey,X360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28
Digimon World Re:Digitize,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
Hatsune Miku and Future Stars: Project Mirai,3DS,2012.0,Misc,Sega,0.0,0.0,0.18,0.0,0.18
Syndicate,X360,2012.0,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
Bravely Default: Flying Fairy,3DS,2012.0,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,1.38
Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
Zumba Fitness Rush,X360,2012.0,Sports,505 Games,0.0,0.16,0.0,0.02,0.18
LEGO Harry Potter: Years 5-7,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0.0,0.03,0.18
Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01
Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
WWE '13,PS3,2012.0,Action,THQ,0.51,0.6,0.0,0.25,1.35
Tales of Innocence R,PSV,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Hot Shots Golf: World Invitational,PS3,2012.0,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01
Winning Post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07
New Love Plus,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Jikkyou Powerful Pro Yakyuu 2012,PS3,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
Warriors Orochi 3 Hyper,WiiU,2012.0,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08
Romance of the Three Kingdoms XII,PS3,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01
Little Battlers eXperience: Baku Boost,3DS,2012.0,Action,Nintendo,0.0,0.0,0.21,0.0,0.21
AKB1/149: Love Election,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
Ratchet & Clank: Full Frontal Assault,PS3,2012.0,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.03,0.23
Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01
Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74
Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23
Anarchy Reigns,PS3,2012.0,Action,Sega,0.1,0.03,0.06,0.02,0.2
Atelier Totori: The Adventurer of Arland,PSV,2012.0,Role-Playing,Gust,0.0,0.0,0.09,0.0,0.09
Shining Blade,PSP,2012.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
Akiba's Trip Plus,PSP,2012.0,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08
Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012.0,Role-Playing,Acquire,0.0,0.0,0.09,0.0,0.09
Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74
Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23
Doraemon: Nobita and the Island of Miracles,3DS,2012.0,Action,FuRyu,0.0,0.0,0.08,0.0,0.08
Spirit Camera: The Cursed Memoir,3DS,2012.0,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22
Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85
Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
Magician's Quest: Town of Magic,3DS,2012.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82
Lost Heroes,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.09,0.0,0.09
Brave: The Video Game,DS,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.02
Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21
Risen 2: Dark Waters,PC,2012.0,Role-Playing,Deep Silver,0.0,0.19,0.0,0.03,0.22
Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23
We Sing Pop!,Wii,2012.0,Misc,Nordic Games,0.05,0.15,0.0,0.02,0.22
Dream C Club,PS3,2012.0,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02
Vitamin X: Detective B6,PSP,2012.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
I Am In The Movie,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21
Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96
Blazblue: Continuum Shift Extend,PSP,2012.0,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.01
DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012.0,Action,Sega,0.0,0.0,0.2,0.0,0.2
Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.14,0.04,0.0,0.01,0.19
Elkrone no Atelier: Dear for Otomate,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,Square Enix,0.88,0.26,0.34,0.1,1.58
Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
Resident Evil Chronicles HD,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.09,0.0,0.09
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012.0,Action,Alchemist,0.0,0.0,0.08,0.0,0.08
50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.01
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.12
Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.04,0.0,0.01,0.07
Summon Night 4,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,0.0,0.19
Damage Inc.: Pacific Squadron WWII,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07
Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
Diablo III,PC,2012.0,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14
Uta no Prince-Sama: Debut,PSP,2012.0,Adventure,Broccoli,0.0,0.0,0.09,0.0,0.09
Aikatsu! Cinderella Lesson,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
Hitman: Absolution,PS3,2012.0,Action,Square Enix,0.59,1.05,0.07,0.44,2.14
Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2
Custom Drive,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23
Reality Fighters,PSV,2012.0,Fighting,Sony Computer Entertainment,0.05,0.05,0.0,0.02,0.12
Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15
Ore wa Shoujo Mangaka,PSP,2012.0,Action,Giza10,0.0,0.0,0.02,0.0,0.02
Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23
Tekken 3D: Prime Edition,3DS,2012.0,Fighting,Nintendo,0.06,0.07,0.05,0.01,0.2
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.9,0.61,0.0,0.15,1.66
The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.14,0.0,0.04,0.24
Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42
Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.01
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Pro Yaky? Spirits 2012,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2
Total War: Shogun 2 - Fall of the Samurai,PC,2012.0,Strategy,Sega,0.07,0.1,0.0,0.02,0.2
Dungeon Hunter Alliance,PSV,2012.0,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2
Silent Hill: Book of Memories,PSV,2012.0,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2
Zumba Fitness Core,Wii,2012.0,Misc,505 Games,0.0,0.06,0.0,0.01,0.06
Pocket Soccer League: Calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
Gaku ? Ou: The Royal Seven Stars,PSP,2012.0,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02
The Train Giant,PC,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01
Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.02,0.16
Gakuen Hetalia,DS,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06
LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35
Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012.0,Action,Comfort,0.0,0.0,0.02,0.0,0.02
Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17
Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32
Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.05,0.09,0.0,0.03,0.17
Fatal Frame 2: Wii Edition,Wii,2012.0,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Okami,PS3,2012.0,Action,Capcom,0.0,0.0,0.14,0.0,0.14
Dokuro,PSV,2012.0,Action,GungHo,0.0,0.0,0.01,0.0,0.01
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.0,0.01,0.0,0.0,0.01
Fate/Stay Night [R̩alta Nua],PSV,2012.0,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06
James Bond 007: Legends,PS3,2012.0,Shooter,Activision,0.11,0.16,0.0,0.07,0.34
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11
Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
Dai-2-Ji Super Robot Taisen OG,PS3,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
Nendoroid Generation,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04
Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
Steins;Gate: Hiyoku Renri no Darling,PSP,2012.0,Action,5pb,0.0,0.0,0.06,0.0,0.06
Rinne no Lagrange: Kamogawa Days,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
Kokoro Connect: Yochi Random,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Gal Gun,PS3,2012.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32
The Idolmaster: Gravure For You! Vol.8,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11
Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
Natalie Brooks: Mystery at Hillcrest High,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
Smile PreCure! Let's Go! Marchen World,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Balloon Pop 2,3DS,2012.0,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01
The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.02,0.16
Tsuyo Kiss 3 Portable,PSP,2012.0,Action,NetRevo,0.0,0.0,0.01,0.0,0.01
LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.23
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11
Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13
SD Gundam G Generation: Overworld,PSP,2012.0,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012.0,Action,Spike,0.0,0.0,0.1,0.0,0.1
Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012.0,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.31
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.27
Mushihimesama,X360,2012.0,Action,Cave,0.0,0.0,0.02,0.0,0.02
Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
Samurai & Dragons,PSV,2012.0,Action,Sega,0.0,0.0,0.02,0.0,0.02
Persona 4: Golden,PSV,2012.0,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12
One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18
Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15
Dragon Ball Z for Kinect,X360,2012.0,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01
Fist of the North Star: Ken's Rage 2,PS3,2012.0,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.09,1.18
Country Dance: All Stars,X360,2012.0,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17
Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16
My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.24,0.36,0.1,1.17
Samurai Warriors Chronicles 2nd,3DS,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1
Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05
Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.21,1.15
Oil Rush,PC,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1
DJ Max Technika Tune,PSV,2012.0,Misc,CyberFront,0.0,0.0,0.01,0.0,0.01
Girls RPG: Cinderellife,3DS,2012.0,Role-Playing,Level 5,0.0,0.0,0.06,0.0,0.06
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13
Kidou Senshi Gundam UC,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,0.0,0.0,0.06,0.0,0.06
Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.13,0.0,0.04,0.55
Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03
Fit in Six,PS3,2011.0,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13
SingStar: Back to the 80s,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.04,0.2
DreamWorks Super Star Kartz,Wii,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.13
Ore no Shikabane o Koete Yuke,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0,0.2
Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11
7th Dragon 2020,PSP,2011.0,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
The Legend of Heroes VII: The Trail of Blue,PSP,2011.0,Role-Playing,Falcom Corporation,0.0,0.0,0.2,0.0,0.2
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55
Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2
Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03
Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
May's Mystery: Forbidden Memories,DS,2011.0,Puzzle,Mastertronic,0.04,0.04,0.0,0.01,0.09
Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.15,0.11,0.25,0.05,0.55
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
